"","HF","FT","HW","id"
"8210","0.72","0.577","1.179","Odontotermes sarawakensis Worker"
"8211","0.725","0.672","1.1","Odontotermes sarawakensis Worker"
"8212","0.769","0.616","1.186","Odontotermes sarawakensis Worker"
"8213","0.876","0.551","1.191","Odontotermes sarawakensis Worker"
"8214","0.811","0.548","1.172","Odontotermes sarawakensis Worker"
"8215","0.822","0.638","1.163","Odontotermes sarawakensis Worker"
"8216","0.608","0.612","1.184","Odontotermes sarawakensis Worker"
"8217","0.797","0.466","1.123","Odontotermes sarawakensis Worker"
"8218","0.656","0.594","1.127","Odontotermes sarawakensis Worker"
"8219","0.715","0.624","1.133","Odontotermes sarawakensis Worker"
"8220","0.689","0.688","1.171","Odontotermes sarawakensis Worker"
"8221","0.749","0.465","1.128","Odontotermes sarawakensis Worker"
"8222","0.713","0.603","1.197","Odontotermes sarawakensis Worker"
"8223","0.695","0.521","1.109","Odontotermes sarawakensis Worker"
"8224","0.811","0.644","1.104","Odontotermes sarawakensis Worker"
"8225","0.731","0.668","1.167","Odontotermes sarawakensis Worker"
"8226","0.792","0.52","1.102","Odontotermes sarawakensis Worker"
"8227","0.788","0.536","1.223","Odontotermes sarawakensis Worker"
"8228","0.782","0.643","1.081","Odontotermes sarawakensis Worker"
"8229","0.749","0.633","1.202","Odontotermes sarawakensis Worker"
"8230","0.652","0.573","1.158","Odontotermes sarawakensis Worker"
"8231","0.712","0.62","1.189","Odontotermes sarawakensis Worker"
"8232","0.682","0.522","1.048","Odontotermes sarawakensis Worker"
"8233","0.792","0.602","1.126","Odontotermes sarawakensis Worker"
"8234","0.741","0.567","0.986","Odontotermes sarawakensis Worker"
"8235","0.832","0.572","1.072","Odontotermes sarawakensis Soldier"
"8236","0.738","0.589","1.016","Odontotermes sarawakensis Soldier"
"8237","0.837","0.511","1.049","Odontotermes sarawakensis Soldier"
"8238","na","0.444","1.006","Odontotermes sarawakensis Soldier"
"8239","0.653","0.387","0.971","Odontotermes sarawakensis Soldier"
"8240","0.702","0.544","1.016","Odontotermes sarawakensis Soldier"
"8241","0.759","0.605","1.028","Odontotermes sarawakensis Soldier"
"8242","0.727","0.547","1.06","Odontotermes sarawakensis Soldier"
"8243","0.729","0.511","1.032","Odontotermes sarawakensis Soldier"
"8244","0.754","0.612","1.035","Odontotermes sarawakensis Soldier"
"8245","1.204","0.87","1.125","Odontotermes badius Worker"
"8246","1.117","1.108","1.793","Odontotermes badius Worker"
"8247","1.275","1.243","1.73","Odontotermes badius Worker"
"8248","1.012","0.873","1.164","Odontotermes badius Worker"
"8249","1.099","1.05","1.721","Odontotermes badius Worker"
"8250","1.183","1.029","1.678","Odontotermes badius Worker"
"8251","1.179","1.107","1.803","Odontotermes badius Worker"
"8252","0.926","1.066","1.7","Odontotermes badius Worker"
"8253","na","0.94","1.635","Odontotermes badius Worker"
"8254","1.267","1.063","1.754","Odontotermes badius Worker"
"8255","1.254","1.128","1.725","Odontotermes badius Worker"
"8256","1.447","1.186","1.77","Odontotermes badius Worker"
"8257","1.175","1.067","1.898","Odontotermes badius Worker"
"8258","1.492","1.245","1.92","Odontotermes badius Worker"
"8259","1.159","1.251","1.982","Odontotermes badius Worker"
"8260","1.027","0.672","1.043","Odontotermes badius Worker"
"8261","0.925","0.672","1.084","Odontotermes badius Worker"
"8262","1.163","0.899","1.59","Odontotermes badius Worker"
"8263","1.078","0.887","1.55","Odontotermes badius Worker"
"8264","1.082","0.774","1.586","Odontotermes badius Worker"
"8265","0.972","0.901","1.637","Odontotermes badius Worker"
"8266","1.065","0.776","1.579","Odontotermes badius Worker"
"8267","1.049","0.85","1.585","Odontotermes badius Worker"
"8268","1.167","0.983","1.669","Odontotermes badius Worker"
"8269","1.117","0.992","1.602","Odontotermes badius Worker"
"8270","1.072","0.994","1.659","Odontotermes badius Worker"
"8271","1.134","1.031","1.758","Odontotermes badius Worker"
"8272","1.029","0.905","1.172","Odontotermes badius Worker"
"8273","1.097","na","1.175","Odontotermes badius Worker"
"8274","1.324","1.2","na","Odontotermes badius Worker"
"8275","1.574","1.406","2.659","Odontotermes badius Soldier"
"8276","1.79","1.57","2.861","Odontotermes badius Soldier"
"8277","1.719","1.358","2.487","Odontotermes badius Soldier"
"8278","1.646","1.316","2.636","Odontotermes badius Soldier"
"8279","2.038","1.359","2.672","Odontotermes badius Soldier"
"8280","1.174","1.207","2.251","Odontotermes badius Soldier"
"8281","1.424","1.366","2.42","Odontotermes badius Soldier"
"8282","1.503","1.162","2.522","Odontotermes badius Soldier"
"8283","1.684","1.431","2.675","Odontotermes badius Soldier"
"8284","1.965","1.667","2.821","Odontotermes badius Soldier"
"8285","na","na","na","Odontotermes badius Queen"
"8286","na","na","na","Odontotermes badius Queen"
"8287","na","na","na","Odontotermes badius Queen"
"8288","1.096","0.869","1.577","Odontotermes transvaalensis Worker"
"8289","1","1.024","1.621","Odontotermes transvaalensis Worker"
"8290","1.112","0.832","1.582","Odontotermes transvaalensis Worker"
"8291","1.093","0.932","1.451","Odontotermes transvaalensis Worker"
"8292","0.876","0.782","1.458","Odontotermes transvaalensis Worker"
"8293","0.879","0.878","1.403","Odontotermes transvaalensis Worker"
"8294","0.914","0.797","1.421","Odontotermes transvaalensis Worker"
"8295","0.95","0.786","1.373","Odontotermes transvaalensis Worker"
"8296","0.994","0.774","1.36","Odontotermes transvaalensis Worker"
"8297","0.909","0.629","0.974","Odontotermes transvaalensis Worker"
"8298","0.804","0.542","0.974","Odontotermes transvaalensis Worker"
"8299","0.92","0.801","1.501","Odontotermes transvaalensis Worker"
"8300","0.969","0.973","1.631","Odontotermes transvaalensis Worker"
"8301","1.033","0.814","1.597","Odontotermes transvaalensis Worker"
"8302","0.981","0.998","1.611","Odontotermes transvaalensis Worker"
"8303","1.099","0.957","1.723","Odontotermes transvaalensis Worker"
"8304","0.881","0.827","1.049","Odontotermes transvaalensis Worker"
"8305","1.033","0.679","1.084","Odontotermes transvaalensis Worker"
"8306","0.989","1.043","1.632","Odontotermes transvaalensis Worker"
"8307","0.96","0.865","1.145","Odontotermes transvaalensis Worker"
"8308","0.964","0.867","1.105","Odontotermes transvaalensis Worker"
"8309","0.849","0.707","0.979","Odontotermes transvaalensis Worker"
"8310","0.767","0.665","0.944","Odontotermes transvaalensis Worker"
"8311","1.013","0.867","1.544","Odontotermes transvaalensis Worker"
"8312","0.846","0.669","0.958","Odontotermes transvaalensis Worker"
"8313","0.821","0.808","1.411","Odontotermes transvaalensis Worker"
"8314","0.75","0.646","0.963","Odontotermes transvaalensis Worker"
"8315","0.906","0.74","0.99","Odontotermes transvaalensis Worker"
"8316","0.902","0.699","0.958","Odontotermes transvaalensis Worker"
"8317","1.103","0.947","1.514","Odontotermes transvaalensis Worker"
"8318","1.299","1.085","1.896","Odontotermes transvaalensis Soldier"
"8319","1.147","1.03","1.697","Odontotermes transvaalensis Soldier"
"8320","1.334","1.059","1.809","Odontotermes transvaalensis Soldier"
"8321","1.146","0.959","1.758","Odontotermes transvaalensis Soldier"
"8322","1.361","1.122","1.8","Odontotermes transvaalensis Soldier"
"8323","1.186","1.183","1.957","Odontotermes transvaalensis Soldier"
"8324","1.38","1.193","2.02","Odontotermes transvaalensis Soldier"
"8325","1.308","1.026","1.728","Odontotermes transvaalensis Soldier"
"8326","1.255","0.914","1.659","Odontotermes transvaalensis Soldier"
"8327","na","0.889","1.581","Odontotermes transvaalensis Soldier"
"8328","1.848","na","1.774","Odontotermes transvaalensis Queen"
"8329","2.192","na","2.041","Odontotermes transvaalensis Queen"
"8330","1.085","0.806","1.223","Odontotermes zambesiensis Worker"
"8331","1.002","0.79","1.139","Odontotermes zambesiensis Worker"
"8332","1.175","1.07","1.976","Odontotermes zambesiensis Worker"
"8333","1.087","0.655","1.562","Odontotermes zambesiensis Worker"
"8334","0.807","0.88","1.655","Odontotermes zambesiensis Worker"
"8335","1.078","0.853","1.65","Odontotermes zambesiensis Worker"
"8336","1.087","1.039","1.842","Odontotermes zambesiensis Worker"
"8337","1.23","0.888","1.76","Odontotermes zambesiensis Worker"
"8338","1.18","1.006","1.646","Odontotermes zambesiensis Worker"
"8339","0.974","0.861","1.725","Odontotermes zambesiensis Worker"
"8340","0.927","0.656","1.057","Odontotermes zambesiensis Worker"
"8341","0.865","0.687","0.982","Odontotermes zambesiensis Worker"
"8342","1.172","0.975","1.737","Odontotermes zambesiensis Worker"
"8343","1.218","0.856","1.922","Odontotermes zambesiensis Worker"
"8344","1.107","1.017","1.747","Odontotermes zambesiensis Worker"
"8345","1.117","0.856","1.764","Odontotermes zambesiensis Worker"
"8346","1.019","0.873","1.618","Odontotermes zambesiensis Worker"
"8347","0.972","0.804","1.708","Odontotermes zambesiensis Worker"
"8348","0.993","1.075","1.686","Odontotermes zambesiensis Worker"
"8349","1.238","1.045","1.768","Odontotermes zambesiensis Worker"
"8350","1.303","1.058","1.776","Odontotermes zambesiensis Worker"
"8351","1.295","0.95","1.747","Odontotermes zambesiensis Worker"
"8352","1.353","0.812","1.785","Odontotermes zambesiensis Worker"
"8353","1.095","1.059","1.6","Odontotermes zambesiensis Worker"
"8354","1.365","1.058","1.765","Odontotermes zambesiensis Worker"
"8355","1.214","0.905","1.756","Odontotermes zambesiensis Worker"
"8356","1.228","1.103","1.794","Odontotermes zambesiensis Worker"
"8357","1.116","0.853","1.647","Odontotermes zambesiensis Worker"
"8358","1.157","0.911","1.668","Odontotermes zambesiensis Worker"
"8359","1.143","0.677","1.637","Odontotermes zambesiensis Worker"
"8360","1.065","0.943","1.748","Odontotermes zambesiensis Soldier"
"8361","1.287","0.84","1.647","Odontotermes zambesiensis Soldier"
"8362","1.202","0.75","1.594","Odontotermes zambesiensis Soldier"
"8363","1","na","1.712","Odontotermes zambesiensis Soldier"
"8364","1.31","0.883","1.647","Odontotermes zambesiensis Soldier"
"8365","1.276","0.803","1.81","Odontotermes zambesiensis Soldier"
"8366","1.018","1.053","1.661","Odontotermes zambesiensis Soldier"
"8367","1.28","1.155","1.563","Odontotermes zambesiensis Soldier"
"8368","1.237","0.99","1.704","Odontotermes zambesiensis Soldier"
"8369","1.238","0.838","1.625","Odontotermes zambesiensis Soldier"
"8370","0.619","0.453","1.087","Coptotermes acinaciformis Worker"
"8371","0.664","0.435","1.017","Coptotermes acinaciformis Worker"
"8372","0.6","0.688","1.376","Coptotermes acinaciformis Worker"
"8373","0.637","0.592","1.214","Coptotermes acinaciformis Worker"
"8374","0.717","0.58","1.234","Coptotermes acinaciformis Worker"
"8375","0.74","na","1.296","Coptotermes acinaciformis Worker"
"8376","0.625","0.525","1.185","Coptotermes acinaciformis Worker"
"8377","0.765","0.628","1.404","Coptotermes acinaciformis Worker"
"8378","0.497","0.432","1.154","Coptotermes acinaciformis Worker"
"8379","0.922","0.716","1.258","Coptotermes acinaciformis Worker"
"8380","0.86","0.755","1.309","Coptotermes acinaciformis Worker"
"8381","0.873","0.703","1.383","Coptotermes acinaciformis Worker"
"8382","0.516","0.582","na","Coptotermes acinaciformis Worker"
"8383","0.67","0.561","1.326","Coptotermes acinaciformis Worker"
"8384","0.588","0.58","1.188","Coptotermes acinaciformis Worker"
"8385","0.838","0.728","1.366","Coptotermes acinaciformis Worker"
"8386","0.651","0.636","1.357","Coptotermes acinaciformis Worker"
"8387","0.582","0.687","1.263","Coptotermes acinaciformis Worker"
"8388","na","0.493","1.15","Coptotermes acinaciformis Worker"
"8389","0.578","0.639","1.202","Coptotermes acinaciformis Worker"
"8390","0.615","0.609","1.278","Coptotermes acinaciformis Worker"
"8391","1.03","0.783","1.481","Coptotermes acinaciformis Worker"
"8392","0.933","0.658","1.51","Coptotermes acinaciformis Worker"
"8393","0.953","0.726","1.436","Coptotermes acinaciformis Worker"
"8394","0.761","0.62","1.414","Coptotermes acinaciformis Worker"
"8395","0.761","0.614","1.158","Coptotermes acinaciformis Worker"
"8396","0.792","0.63","1.383","Coptotermes acinaciformis Worker"
"8397","0.879","0.729","1.255","Coptotermes acinaciformis Worker"
"8398","na","na","1.279","Coptotermes acinaciformis Worker"
"8399","0.862","0.613","1.286","Coptotermes acinaciformis Worker"
"8400","0.926","0.656","1.307","Coptotermes acinaciformis Soldier"
"8401","0.862","0.79","1.192","Coptotermes acinaciformis Soldier"
"8402","0.969","0.952","1.255","Coptotermes acinaciformis Soldier"
"8403","0.856","0.768","1.349","Coptotermes acinaciformis Soldier"
"8404","0.912","0.792","1.331","Coptotermes acinaciformis Soldier"
"8405","0.885","0.698","1.35","Coptotermes acinaciformis Soldier"
"8406","0.955","0.788","1.368","Coptotermes acinaciformis Soldier"
"8407","0.845","0.777","1.37","Coptotermes acinaciformis Soldier"
"8408","0.815","0.778","1.276","Coptotermes acinaciformis Soldier"
"8409","0.809","0.689","1.176","Coptotermes acinaciformis Soldier"
"8410","1.064","0.87","0.927","Coptotermes acinaciformis Queen"
"8411","0.476","0.371","0.958","Coptotermes sjostedti Worker"
"8412","0.514","0.311","0.899","Coptotermes sjostedti Worker"
"8413","0.544","0.451","0.877","Coptotermes sjostedti Worker"
"8414","0.626","0.53","1.005","Coptotermes sjostedti Worker"
"8415","0.609","0.562","1.046","Coptotermes sjostedti Worker"
"8416","0.672","0.585","1.07","Coptotermes sjostedti Worker"
"8417","0.551","0.4","1.032","Coptotermes sjostedti Worker"
"8418","0.542","0.416","1.072","Coptotermes sjostedti Worker"
"8419","0.549","0.468","1.016","Coptotermes sjostedti Worker"
"8420","0.615","0.447","1.035","Coptotermes sjostedti Worker"
"8421","0.612","0.424","1.038","Coptotermes sjostedti Worker"
"8422","0.431","0.328","1.025","Coptotermes sjostedti Worker"
"8423","na","0.386","0.955","Coptotermes sjostedti Worker"
"8424","0.486","0.384","0.966","Coptotermes sjostedti Worker"
"8425","0.472","0.37","0.785","Coptotermes sjostedti Worker"
"8426","0.4","0.475","1.011","Coptotermes sjostedti Worker"
"8427","0.611","0.465","1.011","Coptotermes sjostedti Worker"
"8428","0.561","0.514","0.997","Coptotermes sjostedti Worker"
"8429","0.608","0.533","1.035","Coptotermes sjostedti Worker"
"8430","0.686","0.506","1.036","Coptotermes sjostedti Worker"
"8431","0.627","0.498","1.049","Coptotermes sjostedti Worker"
"8432","0.563","0.667","0.97","Coptotermes sjostedti Worker"
"8433","0.555","0.5","0.976","Coptotermes sjostedti Worker"
"8434","0.64","0.471","0.97","Coptotermes sjostedti Worker"
"8435","0.529","0.419","1.01","Coptotermes sjostedti Worker"
"8436","0.507","0.438","0.987","Coptotermes sjostedti Worker"
"8437","0.549","0.407","1.041","Coptotermes sjostedti Worker"
"8438","0.534","0.403","0.91","Coptotermes sjostedti Worker"
"8439","0.532","0.336","0.895","Coptotermes sjostedti Worker"
"8440","0.475","0.334","0.901","Coptotermes sjostedti Worker"
"8441","0.575","0.457","0.85","Coptotermes sjostedti Soldier"
"8442","0.545","0.517","0.962","Coptotermes sjostedti Soldier"
"8443","0.617","0.502","0.939","Coptotermes sjostedti Soldier"
"8444","0.602","0.517","0.943","Coptotermes sjostedti Soldier"
"8445","0.561","0.483","0.904","Coptotermes sjostedti Soldier"
"8446","0.631","0.528","0.926","Coptotermes sjostedti Soldier"
"8447","0.522","0.519","0.907","Coptotermes sjostedti Soldier"
"8448","0.635","0.526","0.97","Coptotermes sjostedti Soldier"
"8449","0.612","0.49","0.921","Coptotermes sjostedti Soldier"
"8450","0.492","0.494","0.844","Coptotermes sjostedti Soldier"
"8451","0.901","0.562","1.361","Coptotermes testaceus Worker"
"8452","0.693","0.605","1.339","Coptotermes testaceus Worker"
"8453","0.722","0.585","1.218","Coptotermes testaceus Worker"
"8454","0.739","0.635","1.287","Coptotermes testaceus Worker"
"8455","0.649","0.674","1.262","Coptotermes testaceus Worker"
"8456","0.767","0.642","1.291","Coptotermes testaceus Worker"
"8457","0.794","0.69","1.384","Coptotermes testaceus Worker"
"8458","0.754","0.491","1.374","Coptotermes testaceus Worker"
"8459","0.75","0.72","1.341","Coptotermes testaceus Worker"
"8460","0.72","0.679","1.408","Coptotermes testaceus Worker"
"8461","0.736","0.543","1.372","Coptotermes testaceus Worker"
"8462","0.843","0.695","1.336","Coptotermes testaceus Worker"
"8463","0.733","0.559","1.19","Coptotermes testaceus Worker"
"8464","0.715","0.578","1.28","Coptotermes testaceus Worker"
"8465","0.709","0.555","1.272","Coptotermes testaceus Worker"
"8466","0.614","0.492","1.134","Coptotermes testaceus Worker"
"8467","0.669","0.523","1.23","Coptotermes testaceus Worker"
"8468","0.583","0.613","1.225","Coptotermes testaceus Worker"
"8469","0.849","0.711","1.266","Coptotermes testaceus Worker"
"8470","0.695","0.615","1.178","Coptotermes testaceus Worker"
"8471","0.866","0.643","1.199","Coptotermes testaceus Worker"
"8472","0.751","0.578","1.227","Coptotermes testaceus Worker"
"8473","0.813","0.66","1.341","Coptotermes testaceus Worker"
"8474","0.887","0.605","1.193","Coptotermes testaceus Worker"
"8475","0.777","0.771","1.323","Coptotermes testaceus Worker"
"8476","0.815","0.686","1.341","Coptotermes testaceus Worker"
"8477","0.864","0.608","1.294","Coptotermes testaceus Worker"
"8478","0.803","0.711","1.352","Coptotermes testaceus Worker"
